"[539.3218561533085, 679.1348500295431, 1216.1685016989422]","[-8.422134e-07, 327.6636, 4.664115e-07]","[20.88814860333338, 28.617553137357977]","[814.2984958653, 488.95075454332823, 1231.2052470520462]","[-3.824205e-06, 328.0972, 1.093062e-06]"
"[814.2984958653, 488.95075454332823, 1231.2052470520462]","[-3.824205e-06, 328.0972, 1.093062e-06]","[13.409221977021966, 5.390505674431408]","[814.2984958653, 488.95075454332823, 1231.2052470520462]","[-3.824205e-06, 328.0972, 1.093062e-06]"
"[814.2984958653, 488.95075454332823, 1231.2052470520462]","[-3.824205e-06, 328.0972, 1.093062e-06]","[18.15227180363907, 3.685254044527965]","[814.2984958653, 488.95075454332823, 1231.2052470520462]","[-3.824205e-06, 328.0972, 1.093062e-06]"
"[814.2984958653, 488.95075454332823, 1231.2052470520462]","[-3.824205e-06, 328.0972, 1.093062e-06]","[16.329440506315237, 22.680023181215486]","[913.3991816662088, 500.8527778384582, 1196.224955879328]","[-3.480475e-06, 284.0105, 2.718732e-06]"
"[913.3991816662088, 500.8527778384582, 1196.224955879328]","[-3.480475e-06, 284.0105, 2.718732e-06]","[5.035270755623377, 20.87638542900254]","[1031.7306093274979, 548.5121422751643, 1172.6466007383854]","[-7.748813e-05, 331.9692, 1.925957e-05]"
"[1031.7306093274979, 548.5121422751643, 1172.6466007383854]","[-7.748813e-05, 331.9692, 1.925957e-05]","[8.094910569642188, 25.95553018023107]","[1031.7306093274979, 548.5121422751643, 1172.6466007383854]","[-7.748813e-05, 331.9692, 1.925957e-05]"
"[1031.7306093274979, 548.5121422751643, 1172.6466007383854]","[-7.748813e-05, 331.9692, 1.925957e-05]","[29.93997222593836, 13.962853402657112]","[1239.9935770440982, 552.7215493452541, 1291.2969662748449]","[-4.04621e-06, 314.1421, 1.537781e-06]"
"[1239.9935770440982, 552.7215493452541, 1291.2969662748449]","[-4.04621e-06, 314.1421, 1.537781e-06]","[2.7538171247968557, 6.71505105832594]","[1266.949748769406, 567.5056175112808, 1300.8519092913152]","[-4.063738e-06, 324.9932, 8.898961e-07]"
"[1266.949748769406, 567.5056175112808, 1300.8519092913152]","[-4.063738e-06, 324.9932, 8.898961e-07]","[19.925009158962904, 8.510157490243959]","[1266.949748769406, 567.5056175112808, 1300.8519092913152]","[-4.063738e-06, 324.9932, 8.898961e-07]"
"[1266.949748769406, 567.5056175112808, 1300.8519092913152]","[-4.063738e-06, 324.9932, 8.898961e-07]","[23.593198909992957, 4.315340634278102]","[1338.0349509776354, 626.6345745629768, 1314.1577082061815]","[4.891201e-06, 286.6258, -2.579399e-06]"
"[1338.0349509776354, 626.6345745629768, 1314.1577082061815]","[4.891201e-06, 286.6258, -2.579399e-06]","[15.506218010312256, 12.900287548707887]","[1338.0349509776354, 626.6345745629768, 1314.1577082061815]","[4.891201e-06, 286.6258, -2.579399e-06]"
"[1338.0349509776354, 626.6345745629768, 1314.1577082061815]","[4.891201e-06, 286.6258, -2.579399e-06]","[4.739486991243692, 11.590434895794367]","[1426.4101594077524, 755.7908327451782, 1288.7587915749207]","[4.305386e-06, 286.4781, -2.949843e-06]"
"[1426.4101594077524, 755.7908327451782, 1288.7587915749207]","[4.305386e-06, 286.4781, -2.949843e-06]","[26.719511429421534, 14.97913066219853]","[1538.4736731395567, 913.8760325905915, 1271.030244700542]","[1.635842e-05, 262.3952, -5.271375e-05]"
"[1538.4736731395567, 913.8760325905915, 1271.030244700542]","[1.635842e-05, 262.3952, -5.271375e-05]","[28.524361581566026, 8.923587654307346]","[1538.4736731395567, 913.8760325905915, 1271.030244700542]","[1.635842e-05, 262.3952, -5.271375e-05]"
"[1538.4736731395567, 913.8760325905915, 1271.030244700542]","[1.635842e-05, 262.3952, -5.271375e-05]","[24.610450611525515, 18.645632555222132]","[1485.8114878304214, 1075.772325991355, 1046.5917720720195]","[5.299372e-06, 193.803, 6.250837e-07]"
"[1485.8114878304214, 1075.772325991355, 1046.5917720720195]","[5.299372e-06, 193.803, 6.250837e-07]","[18.130149451100685, 15.558574686376785]","[1485.8114878304214, 1075.772325991355, 1046.5917720720195]","[5.299372e-06, 193.803, 6.250837e-07]"
"[1485.8114878304214, 1075.772325991355, 1046.5917720720195]","[5.299372e-06, 193.803, 6.250837e-07]","[17.660647431787517, 15.438269370681741]","[1395.5731355228359, 1134.111483317685, 882.8868424622942]","[-1.18123e-09, 183.5322, 3.830885e-08]"
"[1395.5731355228359, 1134.111483317685, 882.8868424622942]","[-1.18123e-09, 183.5322, 3.830885e-08]","[3.1488471388699657, 25.530220824209632]","[1364.2254915015221, 1231.3143187921473, 745.8708679540782]","[-3.913745e-06, 245.0564, -2.794593e-06]"
"[1364.2254915015221, 1231.3143187921473, 745.8708679540782]","[-3.913745e-06, 245.0564, -2.794593e-06]","[4.865032018396905, 28.187204933730598]","[1364.2254915015221, 1231.3143187921473, 745.8708679540782]","[-3.913745e-06, 245.0564, -2.794593e-06]"
"[1364.2254915015221, 1231.3143187921473, 745.8708679540782]","[-3.913745e-06, 245.0564, -2.794593e-06]","[9.875590884200546, 3.5436681531943712]","[1469.1032009388175, 1327.9975508293228, 766.3960692805515]","[-4.448818e-06, 308.7151, 1.780429e-06]"
"[1469.1032009388175, 1327.9975508293228, 766.3960692805515]","[-4.448818e-06, 308.7151, 1.780429e-06]","[15.15656557076601, 11.630087935692643]","[1469.1032009388175, 1327.9975508293228, 766.3960692805515]","[-4.448818e-06, 308.7151, 1.780429e-06]"
"[1469.1032009388175, 1327.9975508293228, 766.3960692805515]","[-4.448818e-06, 308.7151, 1.780429e-06]","[10.604456872969834, 17.085691335077595]","[1604.7319336351975, 1424.6770085982857, 845.593719719204]","[-4.058164e-08, 299.7515, 1.689264e-06]"
"[1604.7319336351975, 1424.6770085982857, 845.593719719204]","[-4.058164e-08, 299.7515, 1.689264e-06]","[24.273648599264707, 19.728715659157253]","[1667.2186255976417, 1413.9868265085393, 943.820462556142]","[6.914293e-06, 3.889713, 3.215513e-07]"
"[1667.2186255976417, 1413.9868265085393, 943.820462556142]","[6.914293e-06, 3.889713, 3.215513e-07]","[15.445570873347295, 13.627236156210111]","[1667.2186255976417, 1413.9868265085393, 943.820462556142]","[6.914293e-06, 3.889713, 3.215513e-07]"
"[1667.2186255976417, 1413.9868265085393, 943.820462556142]","[6.914293e-06, 3.889713, 3.215513e-07]","[17.20475779500186, 18.61114885231048]","[1738.5116685641312, 1396.4178535573226, 1063.5961365732953]","[-1.281076e-06, 358.2215, -3.463926e-09]"
"[1738.5116685641312, 1396.4178535573226, 1063.5961365732953]","[-1.281076e-06, 358.2215, -3.463926e-09]","[24.651383032048365, 24.171714109644107]","[1738.5116685641312, 1396.4178535573226, 1063.5961365732953]","[-1.281076e-06, 358.2215, -3.463926e-09]"
"[1738.5116685641312, 1396.4178535573226, 1063.5961365732953]","[-1.281076e-06, 358.2215, -3.463926e-09]","[23.659193803712792, 17.872902673416654]","[1899.477485697001, 1398.5220193725231, 1303.1781454082939]","[-8.674782e-07, 352.3598, 1.247732e-07]"
"[1931.4846272754257, 1407.7923658698005, 1343.9003182532886]","[-8.621071e-06, 99.8093, 5.310339e-07]","[15.201793830670393, 20.722717023492432]","[1698.1259460304939, 1128.052786256902, 1273.4672860273874]","[-3.801424e-06, 110.7073, 1.069317e-06]"
"[1698.1259460304939, 1128.052786256902, 1273.4672860273874]","[-3.801424e-06, 110.7073, 1.069317e-06]","[11.95278898886097, 13.731402439192221]","[1698.1259460304939, 1128.052786256902, 1273.4672860273874]","[-3.801424e-06, 110.7073, 1.069317e-06]"
"[1698.1259460304939, 1128.052786256902, 1273.4672860273874]","[-3.801424e-06, 110.7073, 1.069317e-06]","[10.988243178696159, 24.747448994862275]","[1543.76293303733, 994.7613550093408, 1198.4267326040504]","[3.503177e-07, 147.814, 5.925258e-08]"
"[1543.76293303733, 994.7613550093408, 1198.4267326040504]","[3.503177e-07, 147.814, 5.925258e-08]","[7.93059394749453, 25.942841023356912]","[1543.76293303733, 994.7613550093408, 1198.4267326040504]","[3.503177e-07, 147.814, 5.925258e-08]"
"[1543.76293303733, 994.7613550093408, 1198.4267326040504]","[3.503177e-07, 147.814, 5.925258e-08]","[9.989168184456387, 20.7455337634852]","[1453.3017033106546, 989.8290361702115, 1093.8486187977064]","[8.636595e-05, 197.5181, 8.532467e-06]"
"[1453.3017033106546, 989.8290361702115, 1093.8486187977064]","[8.636595e-05, 197.5181, 8.532467e-06]","[28.403072785013613, 4.774184453922473]","[1453.3017033106546, 989.8290361702115, 1093.8486187977064]","[8.636595e-05, 197.5181, 8.532467e-06]"
"[1453.3017033106546, 989.8290361702115, 1093.8486187977064]","[8.636595e-05, 197.5181, 8.532467e-06]","[24.605592916653592, 1.7274012927491267]","[1360.9446090646452, 1047.8723533628129, 934.135316183967]","[6.281848e-07, 145.5377, -1.361791e-07]"
"[1360.9446090646452, 1047.8723533628129, 934.135316183967]","[6.281848e-07, 145.5377, -1.361791e-07]","[23.80839019583386, 13.768170847114478]","[1247.4359656827037, 951.8756686031742, 923.3234365479628]","[7.31511e-07, 92.30457, 7.615419e-07]"
"[1247.4359656827037, 951.8756686031742, 923.3234365479628]","[7.31511e-07, 92.30457, 7.615419e-07]","[1.939239209758934, 18.67496248394016]","[1247.4359656827037, 951.8756686031742, 923.3234365479628]","[7.31511e-07, 92.30457, 7.615419e-07]"
"[1247.4359656827037, 951.8756686031742, 923.3234365479628]","[7.31511e-07, 92.30457, 7.615419e-07]","[18.45938827270427, 5.096249983476165]","[1168.7695532669945, 881.4205515211963, 932.3533389460939]","[6.507238e-07, 95.35749, 7.146033e-07]"
"[1168.7695532669945, 881.4205515211963, 932.3533389460939]","[6.507238e-07, 95.35749, 7.146033e-07]","[0.40898503823310617, 15.431620160779197]","[1168.7695532669945, 881.4205515211963, 932.3533389460939]","[6.507238e-07, 95.35749, 7.146033e-07]"
"[1168.7695532669945, 881.4205515211963, 932.3533389460939]","[6.507238e-07, 95.35749, 7.146033e-07]","[9.638232696129243, 25.54945050503181]","[1022.6909361918877, 846.0486693855383, 886.3228931766571]","[1.106312e-08, 167.1042, 9.789117e-08]"
"[1022.6909361918877, 846.0486693855383, 886.3228931766571]","[1.106312e-08, 167.1042, 9.789117e-08]","[3.9188148296051404, 11.530523048665659]","[1022.6909361918877, 846.0486693855383, 886.3228931766571]","[1.106312e-08, 167.1042, 9.789117e-08]"
"[1022.6909361918877, 846.0486693855383, 886.3228931766571]","[1.106312e-08, 167.1042, 9.789117e-08]","[0.261197711277531, 5.201947995588556]","[984.3591888627119, 877.7481168868756, 840.8683920200925]","[4.405314e-06, 196.7036, 8.517465e-07]"
"[984.3591888627119, 877.7481168868756, 840.8683920200925]","[4.405314e-06, 196.7036, 8.517465e-07]","[10.568659204549189, 7.585684400718316]","[984.3591888627119, 877.7481168868756, 840.8683920200925]","[4.405314e-06, 196.7036, 8.517465e-07]"
"[984.3591888627119, 877.7481168868756, 840.8683920200925]","[4.405314e-06, 196.7036, 8.517465e-07]","[5.966641414427557, 23.618561927422313]","[984.3591888627119, 877.7481168868756, 840.8683920200925]","[4.405314e-06, 196.7036, 8.517465e-07]"
"[984.3591888627119, 877.7481168868756, 840.8683920200925]","[4.405314e-06, 196.7036, 8.517465e-07]","[27.76631054617791, 24.04149651235356]","[956.38315565731, 1027.8782284030704, 679.4838191046454]","[1.923188e-06, 228.094, 9.28023e-07]"
"[956.38315565731, 1027.8782284030704, 679.4838191046454]","[1.923188e-06, 228.094, 9.28023e-07]","[17.10895922098859, 6.983142376011454]","[956.38315565731, 1027.8782284030704, 679.4838191046454]","[1.923188e-06, 228.094, 9.28023e-07]"
"[956.38315565731, 1027.8782284030704, 679.4838191046454]","[1.923188e-06, 228.094, 9.28023e-07]","[12.048287829167888, 28.39716705979524]","[986.9398253706048, 1232.4358883538566, 470.16386388424195]","[5.289018e-07, 210.1196, 9.095105e-07]"
"[986.9398253706048, 1232.4358883538566, 470.16386388424195]","[5.289018e-07, 210.1196, 9.095105e-07]","[28.243706911062446, 26.273797429538085]","[986.9398253706048, 1232.4358883538566, 470.16386388424195]","[5.289018e-07, 210.1196, 9.095105e-07]"
"[986.9398253706048, 1232.4358883538566, 470.16386388424195]","[5.289018e-07, 210.1196, 9.095105e-07]","[23.290009651632634, 1.5888927379190043]","[1059.0157856454125, 1470.1318968875446, 227.12506300752014]","[4.238606e-06, 169.3272, -5.229153e-07]"
"[1058.3009547493757, 1468.7317354859053, 228.53015298520236]","[-1.090658e-05, 89.87672, -9.326403e-07]","[21.329677493845622, 3.433091350142765]","[1058.3009547493757, 1468.7317354859053, 228.53015298520236]","[-1.090658e-05, 89.87672, -9.326403e-07]"
"[1058.3009547493757, 1468.7317354859053, 228.53015298520236]","[-1.090658e-05, 89.87672, -9.326403e-07]","[28.79733494409768, 28.497974694706333]","[872.6766054365041, 1242.5353667707732, 461.603008738223]","[-2.755189e-07, 61.11123, 8.52091e-08]"
"[872.6766054365041, 1242.5353667707732, 461.603008738223]","[-2.755189e-07, 61.11123, 8.52091e-08]","[1.365617111826506, 24.109165543672468]","[872.6766054365041, 1242.5353667707732, 461.603008738223]","[-2.755189e-07, 61.11123, 8.52091e-08]"
"[872.6766054365041, 1242.5353667707732, 461.603008738223]","[-2.755189e-07, 61.11123, 8.52091e-08]","[28.29794245059136, 19.235545734892273]","[779.208361629327, 1187.2167076119927, 537.7222989918309]","[2.907474e-06, 110.6674, -3.676146e-06]"
"[779.208361629327, 1187.2167076119927, 537.7222989918309]","[2.907474e-06, 110.6674, -3.676146e-06]","[23.62170747365349, 16.81033310078955]","[779.208361629327, 1187.2167076119927, 537.7222989918309]","[2.907474e-06, 110.6674, -3.676146e-06]"
"[779.208361629327, 1187.2167076119927, 537.7222989918309]","[2.907474e-06, 110.6674, -3.676146e-06]","[14.436918357445409, 9.863642457019564]","[571.5775832741887, 1080.281173445859, 730.0276691342336]","[1.552668e-07, 77.57582, 2.616995e-07]"
"[571.5775832741887, 1080.281173445859, 730.0276691342336]","[1.552668e-07, 77.57582, 2.616995e-07]","[18.072560120392765, 15.043183342222049]","[571.5775832741887, 1080.281173445859, 730.0276691342336]","[1.552668e-07, 77.57582, 2.616995e-07]"
"[571.5775832741887, 1080.281173445859, 730.0276691342336]","[1.552668e-07, 77.57582, 2.616995e-07]","[15.290577955751143, 12.34007759509068]","[476.0525116578842, 959.0860617565975, 895.5098625117313]","[4.096036e-07, 61.34845, -1.292939e-07]"
"[476.0525116578842, 959.0860617565975, 895.5098625117313]","[4.096036e-07, 61.34845, -1.292939e-07]","[21.71953671756681, 3.353875684089458]","[476.0525116578842, 959.0860617565975, 895.5098625117313]","[4.096036e-07, 61.34845, -1.292939e-07]"
"[476.0525116578842, 959.0860617565975, 895.5098625117313]","[4.096036e-07, 61.34845, -1.292939e-07]","[29.170214891864912, 2.0483859716584716]","[527.7127230770166, 841.4510788497213, 977.1889060449673]","[5.017911e-06, 338.9416, -1.14976e-06]"
"[527.7127230770166, 841.4510788497213, 977.1889060449673]","[5.017911e-06, 338.9416, -1.14976e-06]","[2.5977114376826926, 16.956747512510447]","[527.7127230770166, 841.4510788497213, 977.1889060449673]","[5.017911e-06, 338.9416, -1.14976e-06]"
"[527.7127230770166, 841.4510788497213, 977.1889060449673]","[5.017911e-06, 338.9416, -1.14976e-06]","[29.21625749321959, 23.908641673361103]","[699.1061854455015, 636.8816676025147, 1106.7955992540628]","[7.762874e-06, 2.970843, 2.246547e-07]"
"[699.1061854455015, 636.8816676025147, 1106.7955992540628]","[7.762874e-06, 2.970843, 2.246547e-07]","[6.427082302490781, 4.895174476200484]","[699.1061854455015, 636.8816676025147, 1106.7955992540628]","[7.762874e-06, 2.970843, 2.246547e-07]"
"[699.1061854455015, 636.8816676025147, 1106.7955992540628]","[7.762874e-06, 2.970843, 2.246547e-07]","[14.145906196701238, 0.4555146604857352]","[723.8949039970115, 612.7149027344141, 1122.793370141115]","[1.090217e-06, 355.9948, -1.048627e-07]"
