state,rotation,action,utility
"[741.6109718599824, 753.1941306085089, 959.4054166946878]",118.4699,"[19.41799309076735, 18.218348123210816]",0.4
"[774.5693738393572, 761.2980360475744, 943.2517558371645]",111.2036,"[9.067763107703758, 15.912702250782429]",0.33333333333333337
"[935.0556825726879, 863.9262801370701, 841.9189138577867]",102.1882,"[18.56238442517077, 18.658499005858445]",0.2666666666666667
"[935.0556825726879, 863.9262801370701, 841.9189138577867]",102.1882,"[18.60457725368643, 4.6149117605204]",0.19999999999999996
"[1067.7199774842138, 896.8274919508713, 855.8632310824493]",145.6228,"[16.60510344321332, 13.138087980735866]",0.1333333333333333
"[1094.0222005007622, 898.4269003032634, 868.1866707042501]",147.8259,"[19.18525183663475, 17.95550886775669]",0.06666666666666665
"[271.8597270095002, 1062.0742117054156, 993.8833891205145]",99.59183,"[14.591899944954356, 16.833181152559874]",1.0
"[353.90847687820366, 1067.8893247927194, 910.9151497292435]",101.6322,"[18.40475357895376, 17.543428298036307]",0.9333333333333333
"[376.78308555414213, 1068.512224337981, 889.9942323182212]",110.9158,"[9.644381930487073, 3.436018354171897]",0.8666666666666667
"[376.78308555414213, 1068.512224337981, 889.9942323182212]",110.9158,"[14.044464457122315, 18.825153466970786]",0.8
"[552.6800392684303, 1097.4556145037272, 731.016471637783]",102.0975,"[14.912267816021341, 12.219376396505153]",0.7333333333333334
"[552.6799217615674, 1097.4559927023827, 731.0163007200127]",102.098,"[16.911175160200294, 16.322642436836375]",0.6666666666666667
"[700.258056126877, 1146.318622883966, 605.6630888295839]",102.1328,"[14.22642626442563, 14.489286185414693]",0.6
"[758.2772816560245, 1173.0996359541034, 557.6068470487518]",95.94912,"[13.406967938158196, 17.684474461815995]",0.5333333333333333
"[788.7072664539234, 1190.1469624198603, 531.660974830032]",94.30181,"[14.61841066717787, 16.79524266747629]",0.4666666666666667
"[879.9258234290489, 1251.0803070695702, 452.4009888774449]",85.81683,"[12.804280054365922, 16.769697832434662]",0.4
"[961.4079317441738, 1309.5057125574558, 387.5896944200271]",94.72388,"[17.6065113246276, 13.738930376027543]",0.33333333333333337
"[1013.6084369407449, 1343.1816196767509, 356.2406818956252]",97.92191,"[14.971205297393476, 12.811986045211874]",0.2666666666666667
"[1039.1039604099872, 1359.1203333552626, 343.9203403983544]",99.44066,"[14.053819462488232, 9.197647843494607]",0.19999999999999996
"[1160.6392809812528, 1437.7774586342211, 310.1251691763827]",85.74778,"[7.714006076604603, 15.772049143145848]",0.1333333333333333
"[1253.9191970260163, 1533.2637061739804, 276.5696886326663]",67.154,"[12.114932057190444, 19.810076644896824]",0.06666666666666665
"[238.1166414335, 1164.1094857991538, 971.0957599163792]",123.8624,"[8.744604291647251, 12.182524109725186]",1.0
"[331.9033633473002, 1138.935223180515, 891.5340950301621]",128.6939,"[9.235637113674285, 1.7189423661264192]",0.9333333333333333
"[420.16819914339067, 1106.5300156667238, 829.1587276097382]",128.6995,"[18.335885057976284, 18.7666234221212]",0.8666666666666667
"[533.6858835068152, 1075.7015116910684, 759.3739936648146]",128.6996,"[19.198434643033135, 19.83488975075931]",0.8
"[596.4957828991967, 1068.240318943507, 722.9650081549768]",120.7088,"[13.355312168719307, 18.255959141139872]",0.7333333333333334
"[625.3326109730374, 1069.007499667966, 705.2418949171667]",117.0848,"[8.21771247387295, 18.646456210106393]",0.6666666666666667
"[764.8666046732593, 1118.855827595495, 600.0964480351472]",103.3294,"[19.512562837301626, 17.8897462663818]",0.6
"[791.2228346864239, 1132.6120845767186, 579.7801429242122]",93.44669,"[7.499144380084417, 19.7918695710811]",0.5333333333333333
"[817.4452314817489, 1151.8162641985266, 555.6404471168833]",82.98277,"[15.105562324228217, 10.366269681379697]",0.4666666666666667
"[885.4587371306469, 1202.8236342710431, 496.1618034079205]",94.61071,"[16.21089843616881, 12.912848076178431]",0.4
"[1041.6303350093879, 1288.168123659241, 423.9432919763797]",113.026,"[15.682191089787604, 11.87495133894224]",0.33333333333333337
"[1071.1163802344263, 1301.1841914219908, 420.89084096295085]",114.6814,"[15.462273528373853, 13.318552082689024]",0.2666666666666667
"[1184.9929378307029, 1345.165544722522, 441.747736506527]",131.2537,"[16.556708846202515, 9.864367198368427]",0.19999999999999996
"[1239.5357577830903, 1356.7682244299872, 476.28799567373096]",139.2467,"[17.44275549542757, 12.937041553439862]",0.1333333333333333
"[1275.7303896516635, 1361.5170432575514, 506.5521365869311]",144.8157,"[14.41743495227468, 14.321087155984563]",0.06666666666666665
"[262.29258820229745, 1164.3897121779546, 947.7182924402483]",107.06,"[1.6007764449919915, 10.051844587071379]",1.0
"[330.1086604266692, 1153.6328912130973, 887.3124183108732]",130.3905,"[14.435448009496639, 3.012814904688823]",0.9333333333333333
"[364.74896163697304, 1136.0017099526083, 862.8408688832778]",137.9706,"[10.097719848201116, 6.946307865642812]",0.8666666666666667
"[377.35791582848765, 1129.9005428082685, 854.342997067583]",128.6585,"[1.7492057332577415, 13.553382885488656]",0.8
"[402.0174082681744, 1124.6577419600417, 835.1378308702461]",111.7769,"[18.20932602185279, 0.12989775415299887]",0.7333333333333334
"[459.8127564669993, 1097.4081515141847, 801.5703656010369]",162.9451,"[7.849631797858594, 0.9824028853443578]",0.6666666666666667
"[466.9381729890372, 1088.9990162504005, 801.0492977303832]",164.1564,"[4.958546717705969, 3.690783036238743]",0.6
"[473.4715478674511, 1081.1611288980012, 800.9074519818129]",165.2654,"[7.5974952037113646, 11.668085306422878]",0.5333333333333333
"[540.4790176294451, 1025.4298457221196, 792.3816558311343]",142.9849,"[5.37564317577881, 13.273778653138057]",0.4666666666666667
"[568.2074026812744, 1012.2565546647747, 785.009230813116]",144.5721,"[8.93939376700379, 7.686707249492684]",0.4
"[568.2014385723429, 1012.2449085056837, 785.0226460400235]",144.5505,"[3.27322735851578, 14.98521785301482]",0.33333333333333337
"[649.1399980745343, 999.7948675104341, 750.6720516312075]",123.7778,"[13.052160839647303, 13.798555706672248]",0.2666666666666667
"[248.99512912312156, 965.480281687327, 1296.9048131328066]",217.202,"[0.9793667061162781, 6.519557691303843]",1.0
"[447.7217109804929, 823.8957764689051, 1455.9804155562326]",76.16975,"[6.999523490357857, 10.066002217022177]",0.9333333333333333
"[235.42461250822944, 982.9855076117094, 1139.0147796120339]",68.49373,"[9.451383856591583, 6.95173275466713]",0.8666666666666667
"[235.4249876461715, 982.984742917305, 1139.0156999831916]",68.49479,"[6.223003538298164, 18.152708205153946]",0.8
"[115.3423500354488, 1257.954886993846, 1099.297128947265]",309.721,"[5.901284773851154, 9.201784874181262]",0.7333333333333334
"[231.67517642753617, 1157.2180898053443, 1424.0055152185087]",84.06742,"[9.599175837121944, 2.145891549435579]",0.6666666666666667
"[224.93701285719962, 975.4919270568671, 1233.1426599356296]",128.8267,"[6.471201080719242, 8.432329490419123]",0.6
"[246.29509569305273, 953.9536226475844, 1215.3115461322868]",142.3462,"[15.20609623829742, 3.674303014197271]",0.5333333333333333
"[290.87359809417217, 953.7695371882298, 1092.774125823013]",45.25334,"[1.759322492969535, 13.44342501356288]",0.4666666666666667
"[408.51768294694415, 943.3376793494152, 968.5935666110631]",188.2766,"[18.253047960384944, 0.35102957049007344]",0.4
"[408.5184726054013, 943.3370036523798, 968.5935279877983]",188.2769,"[15.122721621829225, 15.42216563824877]",0.33333333333333337
"[668.0640321559484, 617.876731282595, 1154.1818015635424]",188.2753,"[19.788407262784276, 20.336765708930482]",0.2666666666666667
"[1065.557598117779, 252.92234955916805, 1446.752955727594]",179.8464,"[5.978911873622379, 8.738091651449327]",0.19999999999999996
"[1501.956385071341, 417.3328918939532, 1710.8006379051212]",353.7073,"[17.834236487004695, 4.114504814398774]",0.1333333333333333
"[1469.2089136780107, 518.7664908520211, 1561.2470246667951]",89.92326,"[1.4466011723331262, 13.175936439805362]",0.06666666666666665
"[254.30993665378077, 1305.568391115858, 963.312671919585]",63.39485,"[8.873329698847952, 10.201153296034677]",1.0
"[455.9804951268201, 1442.7363071386608, 801.9455666914681]",154.5982,"[12.731151211316893, 10.56628347018373]",0.9333333333333333
"[467.206801717612, 1349.2430898734297, 740.7939224718302]",163.6465,"[16.629393825546664, 13.66463519179243]",0.8666666666666667
"[495.22221433930036, 1236.091291764132, 712.1586912866542]",170.3815,"[16.664107531824385, 15.809794849435075]",0.8
"[519.0544585210785, 1171.9724957995431, 714.0216879833623]",176.0484,"[17.256749076119743, 14.724111779111654]",0.7333333333333334
"[534.738873553672, 1139.8480174520855, 718.040209799876]",170.0923,"[6.383042101051853, 9.396395576174903]",0.6666666666666667
"[588.5140120521291, 1104.5966604972575, 701.6940119323334]",126.6926,"[2.320939069935004, 18.808503421087657]",0.6
"[699.1542830769192, 1085.7073968361829, 654.0772427969047]",136.7919,"[15.068824431679467, 12.721909924540917]",0.5333333333333333
"[1269.0622612984637, 1713.9485590448653, 82.84191603270654]",138.9884,"[15.035114917476712, 14.707546391986632]",0.4666666666666667
"[1245.2507463644822, 1535.6168471729202, 264.10464085528673]",263.8123,"[14.134229258699891, 16.50830073617051]",0.4
"[1198.146582986944, 1493.1549532192864, 271.13766673645694]",265.55,"[14.982962632993003, 10.86346210762768]",0.33333333333333337
"[958.1550573883123, 1340.2788344217036, 357.97853846117647]",291.1677,"[17.116407490628088, 13.224138386100988]",0.2666666666666667
"[900.1922611566098, 1321.6493434516774, 386.51771892922324]",297.7839,"[19.485579632214193, 14.529206899258947]",0.19999999999999996
"[888.3294261737647, 1318.9065658363409, 392.5816722749675]",299.2616,"[3.281512225629115, 12.256722476937066]",0.1333333333333333
"[800.2352128067597, 1111.9089512257199, 596.0012716562609]",135.3253,"[2.3547226877435, 17.240818275791828]",0.06666666666666665
"[259.24434486503264, 1110.9855941210487, 973.6904797442049]",108.5389,"[5.571909647554046, 8.653770995709593]",1.0
"[333.65059452380723, 1106.278590241215, 905.8598121266281]",106.6749,"[15.889799647834444, 16.647273391668364]",0.9333333333333333
"[367.5680212325604, 1106.3891224306303, 875.0901726295525]",106.6749,"[17.524906432269077, 17.980343233924554]",0.8666666666666667
"[536.5254705616221, 1122.466311548534, 726.7936024493955]",106.6749,"[13.8419938679996, 13.25619927907747]",0.8
"[646.2698044146306, 1148.3891762369258, 635.0064649262438]",104.3775,"[18.642824488443132, 19.172928287865687]",0.7333333333333334
"[672.8807985213074, 1157.194507858844, 612.9705841381563]",102.041,"[12.820599215800359, 15.82463921222526]",0.6666666666666667
"[710.9000077691011, 1172.5603869507568, 580.8781326974773]",98.68784,"[10.03568259741988, 9.239829029714771]",0.6
"[830.7768151285158, 1225.4544449122047, 487.8090164757925]",105.0413,"[14.65277290276699, 12.294981298241865]",0.5333333333333333
"[854.2233095398884, 1237.9865680051944, 470.17292835857745]",91.09704,"[1.1041580640865467, 7.855080553534723]",0.4666666666666667
"[854.2231212648485, 1237.9867288882624, 470.17284152049865]",91.09801,"[14.905756614397262, 11.595949413805686]",0.4
"[1005.5232036385636, 1326.0637515050173, 373.30110240335483]",108.6845,"[15.749528399090318, 10.826426624129343]",0.33333333333333337
"[1099.7438423254755, 1366.0174079171907, 359.1693176383529]",118.5693,"[17.216334968722663, 13.100021472577492]",0.2666666666666667
"[1186.2573131777103, 1394.606701929831, 383.3363184823478]",128.5986,"[12.568743267034456, 9.10267950675898]",0.19999999999999996
"[1238.118956867756, 1408.80382997609, 413.0234755498772]",131.6994,"[15.90247997863855, 13.130205799914854]",0.1333333333333333
"[1267.272307354757, 1416.1951210861623, 433.5847564066915]",134.7919,"[9.342696725330404, 7.501426566858552]",0.06666666666666665
"[346.39457753599436, 1244.6019136038399, 853.6477044696717]",80.88734,"[14.442786781060345, 19.85211466799622]",1.0
"[346.39447095616293, 1244.6023660225783, 853.6478017947449]",80.88818,"[13.209277471168717, 16.135884657605697]",0.9333333333333333
"[560.4323093434807, 1370.4062949928632, 644.0250657824329]",74.88438,"[19.705403832808845, 18.53162384471084]",0.8666666666666667
"[753.2086404997755, 1513.359936077178, 471.0645562165763]",60.88095,"[13.0835732007293, 17.455373393128475]",0.8
"[1031.5256126662198, 1699.1284029132173, 241.22199233573212]",180.0606,"[15.370301657156702, 5.726739394522429]",0.7333333333333334
"[1031.522023811426, 1699.1098391828646, 241.20664503288464]",180.0606,"[14.782000244987954, 14.709932704199618]",0.6666666666666667
"[1021.7919595723973, 1546.1107103460606, 183.1530743580353]",177.5417,"[15.899631043399314, 16.078982762733563]",0.6
"[1021.7925553183533, 1546.1111816761465, 183.15246682480145]",177.5425,"[17.153597646865535, 18.104046006828277]",0.5333333333333333
"[1051.3057979759933, 1439.5022337106464, 258.5667435265796]",174.005,"[13.536597655234996, 10.472041616369266]",0.4666666666666667
"[1085.2195793164672, 1331.4367034642728, 392.4934844450414]",191.8825,"[14.949120385928602, 10.935636809284068]",0.4
"[1091.1506130012713, 1283.1998987893703, 451.3884139552654]",197.9868,"[13.826370719675886, 10.615505591251523]",0.33333333333333337
"[1093.8907303912947, 1235.9918972371947, 506.9079305317682]",203.6526,"[13.917834084225198, 18.674554627068204]",0.2666666666666667
"[1130.163777931736, 1124.9885365411214, 652.7187487340425]",184.9994,"[10.878019466536543, 18.099639234520424]",0.19999999999999996
"[1300.3903612269662, 1049.0503379590514, 872.3155688006491]",206.5086,"[18.67742320142344, 3.2750497970967607]",0.1333333333333333
"[1300.3905022291497, 1049.0503983545213, 872.315641432492]",206.5089,"[9.544379971495038, 19.25405599950475]",0.06666666666666665
